记录编号,问卷编号,性别,年龄,出生年份,户口类型,教育程度,婚姻状况,家庭人数,个人年收入,劳动收入,当前社会阶层_1到10,十年前社会阶层,十年后预期阶层,14岁家庭阶层,主观社会经济地位_上层到下层,知足感_与人比较,家庭收入满意度,朋友数量比较,运气比较_比别人差,吃亏感_与人比较,幸福感,逛街购物频率,上网频率,社会比较倾向,经济不满意度,地位提升期望,相对剥夺感,抽样权重
386,386.0,1.0,70.0,1951.0,1.0,3.0,3.0,3.0,36000.0,0.0,4.0,4.0,5.0,3.0,4.0,6.0,5.0,2.0,5.0,6.0,0.0,2.0,4.0,60.0,20.0,11.11111111111111,80.0,0.8933448791503906
388,388.0,1.0,32.0,1989.0,1.0,6.0,3.0,1.0,100000.0,100000.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,80.0,0.0,40.0,1.1052517890930176
391,391.0,2.0,43.0,1978.0,1.0,1.0,3.0,4.0,0.0,0.0,6.0,4.0,8.0,2.0,4.0,6.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,20.0,20.0,22.22222222222222,20.0,0.4723069071769714
393,393.0,1.0,56.0,1965.0,1.0,12.0,3.0,0.0,90000.0,90000.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,0.0,4.0,1.0,50.0,40.0,0.0,73.33333333333333,0.443253606557846
395,395.0,2.0,22.0,1999.0,1.0,12.0,1.0,3.0,0.0,0.0,6.0,4.0,8.0,7.0,5.0,5.0,5.0,2.0,1.0,1.0,0.0,3.0,1.0,20.0,20.0,22.22222222222222,26.666666666666668,0.7443962693214417
398,398.0,1.0,24.0,1997.0,1.0,11.0,1.0,5.0,60000.0,60000.0,3.0,1.0,5.0,8.0,4.0,3.0,4.0,1.0,3.0,3.0,0.0,3.0,1.0,60.0,40.0,22.22222222222222,46.666666666666664,0.9556162357330322
399,399.0,1.0,55.0,1966.0,1.0,4.0,3.0,1.0,40000.0,40000.0,5.0,5.0,5.0,2.0,3.0,5.0,6.0,2.0,6.0,2.0,0.0,5.0,1.0,30.0,20.0,0.0,60.0,0.9279582500457764
400,400.0,2.0,18.0,2003.0,1.0,6.0,1.0,3.0,5000000.0,5000000.0,3.0,2.0,6.0,3.0,5.0,6.0,5.0,2.0,2.0,2.0,0.0,3.0,2.0,30.0,20.0,33.33333333333333,40.0,1.2362669706344604
402,402.0,2.0,19.0,2002.0,1.0,12.0,1.0,3.0,0.0,0.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,0.0,4.0,1.0,50.0,40.0,22.22222222222222,60.0,0.7443962693214417
405,405.0,1.0,57.0,1964.0,1.0,4.0,3.0,1.0,8000.0,8000.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,2.0,0.0,2.0,5.0,30.0,40.0,0.0,40.0,0.9279582500457764
409,409.0,2.0,53.0,1968.0,1.0,4.0,3.0,0.0,50000.0,50000.0,6.0,4.0,8.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,80.0,22.22222222222222,40.0,0.955359935760498
412,412.0,2.0,44.0,1977.0,1.0,9.0,3.0,4.0,50000.0,50000.0,7.0,7.0,8.0,5.0,2.0,6.0,6.0,2.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,11.11111111111111,40.0,0.7913689613342285
415,415.0,1.0,64.0,1957.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,30.0,20.0,0.0,40.0,1.4764670133590698
416,416.0,1.0,61.0,1960.0,1.0,4.0,3.0,1.0,6000.0,6000.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,5.0,2.0,30.0,40.0,0.0,40.0,1.4764670133590698
423,423.0,2.0,19.0,2002.0,1.0,6.0,1.0,2.0,0.0,0.0,7.0,7.0,9.0,7.0,3.0,4.0,6.0,2.0,2.0,2.0,0.0,4.0,3.0,40.0,20.0,22.22222222222222,40.0,0.8353151082992554
424,424.0,1.0,58.0,1963.0,1.0,3.0,3.0,0.0,35000.0,35000.0,4.0,3.0,6.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,0.0,5.0,5.0,50.0,80.0,22.22222222222222,66.66666666666666,1.3208245038986206
425,425.0,2.0,37.0,1984.0,8.0,3.0,3.0,0.0,0.0,0.0,5.0,4.0,6.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,0.0,3.0,1.0,40.0,40.0,11.11111111111111,46.666666666666664,1.8146324157714844
427,427.0,1.0,68.0,1953.0,4.0,3.0,3.0,1.0,40000.0,40000.0,5.0,1.0,0.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,5.0,1.0,20.0,20.0,0.0,20.0,1.0703493356704712
430,430.0,1.0,88.0,1933.0,1.0,2.0,7.0,0.0,2700.0,2700.0,5.0,4.0,5.0,3.0,3.0,5.0,0.0,2.0,2.0,5.0,0.0,2.0,5.0,60.0,0.0,0.0,60.0,0.5502052903175354
432,432.0,1.0,55.0,1966.0,1.0,6.0,3.0,2.0,48000.0,48000.0,6.0,6.0,5.0,3.0,3.0,6.0,2.0,1.0,2.0,5.0,0.0,4.0,1.0,60.0,80.0,0.0,53.333333333333336,0.7361397743225098
438,438.0,1.0,78.0,1943.0,1.0,7.0,3.0,1.0,96000.0,96000.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,5.0,30.0,20.0,0.0,40.0,0.5351734757423401
443,443.0,2.0,24.0,1997.0,1.0,7.0,3.0,2.0,90000.0,90000.0,5.0,3.0,10.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,80.0,55.55555555555556,40.0,1.2362669706344604
444,444.0,1.0,33.0,1988.0,1.0,3.0,3.0,1.0,50000.0,50000.0,2.0,1.0,3.0,1.0,5.0,3.0,3.0,6.0,6.0,5.0,0.0,3.0,1.0,80.0,60.0,11.11111111111111,100.0,2.9350035190582275
445,445.0,1.0,39.0,1982.0,1.0,4.0,3.0,3.0,45000.0,45000.0,3.0,1.0,3.0,1.0,5.0,5.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,40.0,0.0,40.0,2.422216892242432
446,446.0,2.0,77.0,1944.0,1.0,1.0,3.0,1.0,9500.0,3600.0,5.0,5.0,5.0,1.0,3.0,5.0,4.0,2.0,5.0,2.0,0.0,5.0,5.0,30.0,40.0,0.0,60.0,0.1979330331087112
447,447.0,2.0,24.0,1997.0,1.0,12.0,1.0,4.0,6000.0,6000.0,5.0,4.0,7.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,20.0,22.22222222222222,40.0,0.7443962693214417
450,450.0,2.0,65.0,1956.0,1.0,3.0,3.0,2.0,20000.0,20000.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,4.0,0.0,2.0,5.0,70.0,60.0,0.0,53.333333333333336,0.8337709903717041
455,455.0,2.0,26.0,1995.0,1.0,4.0,3.0,3.0,20000.0,20000.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,40.0,2.81899356842041
460,460.0,1.0,59.0,1962.0,1.0,6.0,3.0,5.0,50000.0,50000.0,6.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,4.0,1.0,30.0,20.0,0.0,60.0,0.7361397743225098
464,464.0,2.0,55.0,1966.0,1.0,4.0,3.0,0.0,7000.0,7000.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,0.0,3.0,5.0,60.0,20.0,0.0,80.0,1.069821000099182
471,471.0,1.0,62.0,1959.0,1.0,4.0,7.0,3.0,10000.0,10000.0,2.0,2.0,0.0,1.0,5.0,4.0,3.0,4.0,4.0,5.0,0.0,4.0,4.0,70.0,60.0,0.0,86.66666666666667,1.4764670133590698
486,486.0,2.0,43.0,1978.0,1.0,7.0,3.0,3.0,30000.0,30000.0,5.0,2.0,7.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,40.0,22.22222222222222,40.0,0.9947683811187744
487,487.0,2.0,57.0,1964.0,1.0,1.0,7.0,1.0,5000.0,5000.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,0.0,2.0,5.0,40.0,20.0,0.0,66.66666666666666,0.2722596228122711
490,490.0,1.0,35.0,1986.0,1.0,10.0,3.0,1.0,5000000.0,5000000.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,0.0,5.0,1.0,60.0,60.0,0.0,33.33333333333333,1.528630018234253
491,491.0,2.0,53.0,1968.0,1.0,7.0,3.0,2.0,24000.0,24000.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,20.0,0.0,40.0,0.7578774094581604
492,492.0,1.0,52.0,1969.0,1.0,4.0,3.0,1.0,150000.0,150000.0,7.0,6.0,0.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,0.0,3.0,1.0,50.0,20.0,0.0,73.33333333333333,1.2264381647109983
495,495.0,2.0,56.0,1965.0,1.0,3.0,3.0,1.0,4000.0,4000.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,5.0,2.0,60.0,40.0,0.0,80.0,0.6951900720596313
499,499.0,2.0,42.0,1979.0,1.0,4.0,4.0,4.0,40000.0,40000.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,33.33333333333333,40.0,1.2539771795272827
506,506.0,2.0,54.0,1967.0,1.0,4.0,3.0,0.0,5000000.0,5000000.0,5.0,4.0,8.0,2.0,4.0,4.0,2.0,5.0,5.0,5.0,0.0,1.0,5.0,70.0,80.0,33.33333333333333,100.0,1.4139338731765747
511,511.0,2.0,43.0,1978.0,1.0,4.0,3.0,3.0,0.0,0.0,4.0,2.0,5.0,8.0,4.0,5.0,3.0,5.0,4.0,5.0,0.0,5.0,1.0,60.0,60.0,11.11111111111111,93.33333333333333,1.855890393257141
512,512.0,1.0,34.0,1987.0,1.0,6.0,3.0,2.0,200000.0,200000.0,8.0,2.0,8.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,3.0,1.0,70.0,60.0,0.0,80.0,1.635776400566101
515,515.0,1.0,62.0,1959.0,1.0,6.0,3.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,4.0,5.0,0.0,2.0,2.0,2.0,0.0,5.0,5.0,30.0,0.0,0.0,40.0,0.5347256064414978
519,519.0,1.0,26.0,1995.0,1.0,10.0,1.0,1.0,70000.0,70000.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,2.0,2.0,3.0,0.0,4.0,1.0,40.0,20.0,11.11111111111111,46.666666666666664,2.2838213443756104
523,523.0,2.0,58.0,1963.0,1.0,4.0,3.0,1.0,50000.0,0.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,2.0,3.0,0.0,3.0,2.0,40.0,20.0,0.0,53.333333333333336,1.069821000099182
527,527.0,1.0,29.0,1992.0,1.0,13.0,3.0,0.0,72000.0,72000.0,4.0,3.0,6.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,40.0,22.22222222222222,40.0,0.9649217128753662
531,531.0,2.0,71.0,1950.0,1.0,3.0,7.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,4.0,6.0,4.0,2.0,2.0,2.0,0.0,2.0,5.0,30.0,40.0,0.0,40.0,0.6958887577056885
535,535.0,1.0,70.0,1951.0,1.0,4.0,3.0,1.0,50000.0,50000.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,0.0,4.0,1.0,30.0,20.0,22.22222222222222,53.333333333333336,0.627627432346344
536,536.0,1.0,56.0,1965.0,1.0,9.0,3.0,2.0,30000.0,20000.0,3.0,2.0,5.0,7.0,4.0,5.0,5.0,3.0,3.0,3.0,0.0,5.0,1.0,40.0,20.0,22.22222222222222,60.0,0.8667218089103699
537,537.0,2.0,43.0,1978.0,1.0,4.0,3.0,4.0,30000.0,30000.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,5.0,2.0,2.0,0.0,3.0,1.0,30.0,100.0,22.22222222222222,60.0,1.2539771795272827
544,544.0,1.0,77.0,1944.0,1.0,4.0,3.0,4.0,24770.0,0.0,5.0,2.0,6.0,2.0,4.0,6.0,5.0,3.0,3.0,2.0,0.0,3.0,5.0,30.0,20.0,11.11111111111111,53.333333333333336,0.67462557554245
548,548.0,2.0,23.0,1998.0,1.0,12.0,1.0,3.0,5000000.0,5000000.0,3.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,0.0,3.0,1.0,60.0,80.0,22.22222222222222,60.0,0.502968966960907
552,552.0,1.0,64.0,1957.0,1.0,3.0,3.0,2.0,1500.0,500.0,5.0,4.0,7.0,1.0,5.0,2.0,5.0,4.0,5.0,5.0,0.0,3.0,5.0,90.0,20.0,22.22222222222222,93.33333333333333,0.9594365954399108
557,557.0,2.0,36.0,1985.0,1.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,10.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,2.0,30.0,20.0,66.66666666666666,40.0,1.2261009216308594
562,562.0,2.0,50.0,1971.0,1.0,4.0,3.0,2.0,10000.0,10000.0,1.0,1.0,0.0,7.0,5.0,2.0,1.0,2.0,5.0,5.0,0.0,5.0,2.0,90.0,100.0,0.0,80.0,1.4139338731765747
566,566.0,1.0,50.0,1971.0,1.0,3.0,3.0,1.0,100000.0,100000.0,7.0,7.0,6.0,1.0,2.0,5.0,5.0,3.0,2.0,2.0,0.0,1.0,1.0,30.0,20.0,0.0,46.666666666666664,1.1795063018798828
567,567.0,2.0,45.0,1976.0,1.0,4.0,3.0,2.0,10000.0,10000.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,40.0,1.2197810411453247
571,571.0,2.0,81.0,1940.0,1.0,1.0,3.0,1.0,50000.0,50000.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,0.0,3.0,5.0,50.0,80.0,0.0,60.0,0.4285938143730163
576,576.0,1.0,71.0,1950.0,1.0,3.0,3.0,1.0,24000.0,0.0,6.0,5.0,7.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,0.0,4.0,5.0,30.0,20.0,11.11111111111111,73.33333333333333,0.6036099195480347
578,578.0,2.0,64.0,1957.0,1.0,4.0,3.0,4.0,6000.0,6000.0,8.0,8.0,6.0,10.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,5.0,5.0,30.0,20.0,0.0,60.0,0.7771101593971252
584,584.0,2.0,70.0,1951.0,1.0,3.0,3.0,1.0,1300.0,1300.0,5.0,3.0,0.0,2.0,3.0,5.0,4.0,4.0,2.0,2.0,0.0,5.0,5.0,30.0,40.0,0.0,53.333333333333336,0.470194548368454
585,585.0,1.0,60.0,1961.0,1.0,1.0,3.0,1.0,10000.0,10000.0,5.0,3.0,6.0,4.0,4.0,5.0,4.0,2.0,1.0,3.0,0.0,5.0,4.0,40.0,40.0,11.11111111111111,40.0,0.556106448173523
587,587.0,2.0,66.0,1955.0,1.0,2.0,3.0,1.0,4000.0,7500.0,3.0,3.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,4.0,5.0,30.0,80.0,0.0,40.0,0.3265323936939239
597,597.0,2.0,33.0,1988.0,1.0,4.0,3.0,2.0,0.0,0.0,5.0,5.0,8.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,30.0,60.0,33.33333333333333,40.0,1.606249213218689
602,602.0,1.0,64.0,1957.0,1.0,4.0,3.0,2.0,800.0,800.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,2.0,2.0,0.0,2.0,5.0,30.0,40.0,0.0,53.333333333333336,0.997612476348877
603,603.0,1.0,48.0,1973.0,1.0,10.0,3.0,2.0,30000.0,30000.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,4.0,0.0,5.0,5.0,80.0,100.0,0.0,66.66666666666666,0.98821222782135
605,605.0,1.0,67.0,1954.0,1.0,4.0,7.0,0.0,0.0,0.0,6.0,6.0,6.0,3.0,5.0,4.0,5.0,2.0,2.0,2.0,0.0,5.0,4.0,40.0,20.0,0.0,40.0,0.7519850730895996
607,607.0,2.0,57.0,1964.0,1.0,4.0,3.0,6.0,0.0,0.0,3.0,8.0,3.0,9.0,4.0,5.0,5.0,5.0,2.0,5.0,0.0,5.0,1.0,60.0,20.0,0.0,80.0,0.7228516936302185
611,611.0,2.0,68.0,1953.0,1.0,1.0,3.0,0.0,900000.0,0.0,3.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,3.0,5.0,30.0,60.0,22.22222222222222,40.0,0.3265323936939239
616,616.0,1.0,75.0,1946.0,1.0,1.0,3.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,3.0,6.0,4.0,4.0,5.0,5.0,0.0,5.0,1.0,60.0,40.0,0.0,93.33333333333333,0.2540954351425171
619,619.0,1.0,55.0,1966.0,1.0,4.0,3.0,2.0,40000.0,40000.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,5.0,0.0,5.0,1.0,90.0,40.0,11.11111111111111,86.66666666666667,1.3733792304992676
626,626.0,2.0,39.0,1982.0,1.0,4.0,3.0,2.0,40000.0,40000.0,2.0,1.0,3.0,1.0,3.0,5.0,4.0,5.0,2.0,2.0,0.0,2.0,1.0,30.0,40.0,11.11111111111111,60.0,1.886836051940918
628,628.0,1.0,23.0,1998.0,1.0,12.0,1.0,2.0,5000000.0,5000000.0,5.0,4.0,7.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,0.0,3.0,1.0,30.0,20.0,22.22222222222222,66.66666666666666,0.9556162357330322
629,629.0,2.0,52.0,1969.0,1.0,4.0,3.0,1.0,30000.0,30000.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,60.0,80.0,0.0,40.0,1.4139338731765747
632,632.0,2.0,34.0,1987.0,1.0,9.0,3.0,5.0,20000.0,20000.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,3.0,5.0,30.0,20.0,22.22222222222222,60.0,1.5002520084381104
633,633.0,1.0,41.0,1980.0,1.0,7.0,3.0,5.0,108000.0,108000.0,1.0,1.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,2.0,0.0,5.0,1.0,60.0,80.0,22.22222222222222,53.333333333333336,1.2770293951034546
642,642.0,1.0,48.0,1973.0,1.0,12.0,3.0,2.0,80000.0,60000.0,6.0,4.0,7.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,0.0,4.0,1.0,50.0,20.0,11.11111111111111,53.333333333333336,0.74797123670578
645,645.0,1.0,64.0,1957.0,1.0,1.0,3.0,3.0,30000.0,30000.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,0.0,4.0,5.0,90.0,40.0,0.0,100.0,0.556106448173523
648,648.0,1.0,54.0,1967.0,1.0,3.0,3.0,1.0,35000.0,35000.0,5.0,6.0,4.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,0.0,2.0,5.0,30.0,40.0,0.0,40.0,1.7456731796264648
652,652.0,2.0,46.0,1975.0,1.0,6.0,3.0,3.0,600000.0,600000.0,6.0,4.0,9.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,0.0,2.0,1.0,30.0,20.0,33.33333333333333,40.0,0.9676405787467957
653,653.0,1.0,36.0,1985.0,1.0,4.0,1.0,2.0,40000.0,40000.0,5.0,3.0,6.0,1.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,1.0,30.0,20.0,11.11111111111111,40.0,2.422216892242432
654,654.0,2.0,25.0,1996.0,1.0,13.0,1.0,2.0,10000.0,10000.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,0.0,4.0,1.0,50.0,60.0,22.22222222222222,53.333333333333336,0.7516451478004456
655,655.0,2.0,59.0,1962.0,1.0,4.0,3.0,1.0,3000.0,3000.0,7.0,5.0,5.0,6.0,3.0,4.0,6.0,2.0,2.0,2.0,0.0,5.0,1.0,40.0,20.0,0.0,40.0,0.7228516936302185
658,658.0,2.0,52.0,1969.0,1.0,3.0,3.0,1.0,10000.0,10000.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,5.0,0.0,5.0,1.0,90.0,20.0,0.0,86.66666666666667,1.3598268032073977
659,659.0,2.0,64.0,1957.0,1.0,4.0,7.0,0.0,18000.0,5000000.0,2.0,1.0,3.0,1.0,5.0,6.0,0.0,6.0,2.0,4.0,0.0,3.0,1.0,50.0,0.0,11.11111111111111,73.33333333333333,1.1501234769821167
660,660.0,1.0,69.0,1952.0,1.0,1.0,3.0,1.0,10000.0,10000.0,5.0,3.0,8.0,3.0,3.0,5.0,5.0,2.0,6.0,3.0,0.0,3.0,5.0,40.0,20.0,33.33333333333333,66.66666666666666,0.4191851019859314
661,661.0,2.0,56.0,1965.0,1.0,6.0,3.0,2.0,30000.0,0.0,5.0,5.0,5.0,10.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,0.0,40.0,0.5734306573867798
662,662.0,1.0,55.0,1966.0,1.0,3.0,3.0,2.0,30000.0,30000.0,5.0,10.0,0.0,10.0,4.0,2.0,2.0,6.0,2.0,2.0,0.0,5.0,5.0,60.0,80.0,0.0,60.0,1.3208245038986206
664,664.0,2.0,35.0,1986.0,1.0,6.0,3.0,1.0,24000.0,24000.0,3.0,6.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,2.0,1.0,60.0,60.0,11.11111111111111,73.33333333333333,1.011353850364685
667,667.0,1.0,70.0,1951.0,1.0,4.0,3.0,4.0,10000.0,10000.0,8.0,7.0,0.0,1.0,2.0,5.0,5.0,4.0,2.0,2.0,0.0,5.0,5.0,30.0,20.0,0.0,53.333333333333336,0.627627432346344
670,670.0,2.0,40.0,1981.0,1.0,4.0,3.0,4.0,50000.0,50000.0,3.0,3.0,5.0,6.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,80.0,22.22222222222222,40.0,1.2539771795272827
672,672.0,1.0,46.0,1975.0,1.0,9.0,3.0,3.0,50000.0,50000.0,5.0,1.0,5.0,1.0,3.0,5.0,4.0,2.0,5.0,3.0,0.0,2.0,3.0,40.0,40.0,0.0,66.66666666666666,1.462555766105652
682,682.0,2.0,45.0,1976.0,1.0,4.0,3.0,1.0,15000.0,15000.0,3.0,1.0,0.0,3.0,4.0,5.0,2.0,2.0,5.0,2.0,0.0,1.0,1.0,30.0,80.0,0.0,60.0,1.2197810411453247
688,688.0,1.0,53.0,1968.0,1.0,4.0,3.0,2.0,30000.0,30000.0,4.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,4.0,2.0,0.0,4.0,1.0,30.0,20.0,11.11111111111111,73.33333333333333,1.2264381647109983
692,692.0,2.0,21.0,2000.0,1.0,7.0,1.0,4.0,0.0,0.0,8.0,2.0,9.0,9.0,4.0,5.0,5.0,3.0,3.0,4.0,0.0,2.0,1.0,50.0,20.0,11.11111111111111,66.66666666666666,0.8353151082992554
693,693.0,2.0,40.0,1981.0,1.0,7.0,3.0,2.0,50000.0,50000.0,6.0,5.0,7.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,30.0,20.0,11.11111111111111,40.0,0.9947683811187744
694,694.0,2.0,19.0,2002.0,1.0,6.0,1.0,3.0,5000000.0,5000000.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,4.0,1.0,60.0,40.0,11.11111111111111,86.66666666666667,1.2362669706344604
699,699.0,2.0,35.0,1986.0,1.0,7.0,3.0,1.0,0.0,0.0,6.0,5.0,7.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,0.0,4.0,1.0,40.0,40.0,11.11111111111111,80.0,1.011353850364685
700,700.0,2.0,80.0,1941.0,1.0,2.0,7.0,0.0,0.0,0.0,5.0,3.0,6.0,3.0,4.0,5.0,5.0,2.0,2.0,1.0,0.0,5.0,5.0,20.0,20.0,11.11111111111111,33.33333333333333,0.4285938143730163
702,702.0,2.0,50.0,1971.0,1.0,1.0,3.0,2.0,20000.0,20000.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,2.0,0.0,1.0,5.0,40.0,40.0,0.0,60.0,0.359833151102066
703,703.0,2.0,82.0,1939.0,1.0,1.0,7.0,0.0,24000.0,0.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,2.0,5.0,0.0,2.0,5.0,70.0,20.0,0.0,60.0,0.2895898222923279
705,705.0,2.0,47.0,1974.0,1.0,4.0,3.0,5.0,50000.0,50000.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,0.0,2.0,1.0,50.0,40.0,11.11111111111111,46.666666666666664,1.2197810411453247
706,706.0,1.0,74.0,1947.0,1.0,7.0,7.0,3.0,70000.0,70000.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,20.0,20.0,0.0,26.666666666666668,0.4978911280632019
710,710.0,1.0,46.0,1975.0,1.0,12.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,5.0,5.0,2.0,3.0,3.0,3.0,0.0,5.0,1.0,40.0,80.0,0.0,60.0,0.505384624004364
713,713.0,2.0,52.0,1969.0,1.0,3.0,3.0,4.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,6.0,4.0,3.0,3.0,3.0,0.0,3.0,2.0,40.0,40.0,0.0,60.0,0.9188011288642884
714,714.0,2.0,53.0,1968.0,1.0,4.0,3.0,5.0,10000.0,10000.0,5.0,2.0,7.0,2.0,3.0,6.0,4.0,3.0,4.0,4.0,0.0,2.0,1.0,50.0,40.0,22.22222222222222,73.33333333333333,0.955359935760498
716,716.0,2.0,63.0,1958.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,40.0,80.0,0.0,40.0,0.4331908822059631
734,734.0,1.0,57.0,1964.0,1.0,4.0,3.0,5.0,6000.0,6000.0,2.0,1.0,7.0,1.0,4.0,5.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,40.0,60.0,55.55555555555556,46.666666666666664,0.9279582500457764
740,740.0,1.0,54.0,1967.0,1.0,9.0,3.0,1.0,60000.0,60000.0,5.0,3.0,5.0,2.0,3.0,5.0,5.0,2.0,2.0,2.0,0.0,5.0,2.0,30.0,20.0,0.0,40.0,0.7739896178245544
742,742.0,1.0,73.0,1948.0,1.0,3.0,3.0,4.0,20000.0,20000.0,5.0,3.0,5.0,1.0,5.0,6.0,6.0,1.0,1.0,1.0,0.0,4.0,5.0,20.0,20.0,0.0,20.0,0.6036099195480347
743,743.0,1.0,49.0,1972.0,1.0,4.0,3.0,4.0,30000.0,30000.0,4.0,3.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,2.0,0.0,4.0,5.0,30.0,20.0,11.11111111111111,60.0,1.5658897161483765
